"Date","PCU22121022121011"
1998-09-01,105.1
1998-10-01,106.5
1998-11-01,108.4
1998-12-01,111.1
1999-01-01,110.1
1999-02-01,106.6
1999-03-01,104.4
1999-04-01,103.1
1999-05-01,104.6
1999-06-01,105.5
1999-07-01,106.7
1999-08-01,108
1999-09-01,111.3
1999-10-01,111.1
1999-11-01,117.6
1999-12-01,114.5
2000-01-01,114.7
2000-02-01,115.2
2000-03-01,114.7
2000-04-01,116.9
2000-05-01,118.5
2000-06-01,128
2000-07-01,136.2
2000-08-01,135
2000-09-01,142.4
2000-10-01,152.6
2000-11-01,155.5
2000-12-01,176.2
2001-01-01,214.4
2001-02-01,202.8
2001-03-01,184
2001-04-01,176
2001-05-01,174.9
2001-06-01,161.1
2001-07-01,154.7
2001-08-01,143.1
2001-09-01,136
2001-10-01,130.4
2001-11-01,130.7
2001-12-01,130.2
2002-01-01,130.8
2002-02-01,125.9
2002-03-01,125.1
2002-04-01,129.2
2002-05-01,126.7
2002-06-01,125.6
2002-07-01,124.9
2002-08-01,124.9
2002-09-01,127.7
2002-10-01,132.8
2002-11-01,143.5
2002-12-01,146.1
2003-01-01,152.8
2003-02-01,160.3
2003-03-01,194.4
2003-04-01,170.4
2003-05-01,169
2003-06-01,175.1
2003-07-01,172.9
2003-08-01,169.3
2003-09-01,169.2
2003-10-01,168.7
2003-11-01,173.1
2003-12-01,175
2004-01-01,182.6
2004-02-01,184.4
2004-03-01,179.6
2004-04-01,181
2004-05-01,184
2004-06-01,192
2004-07-01,191
2004-08-01,190.2
2004-09-01,183.2
2004-10-01,187.3
2004-11-01,207.4
2004-12-01,206.6
2005-01-01,203.1
2005-02-01,200.7
2005-03-01,200.3
2005-04-01,212
2005-05-01,209.3
2005-06-01,204.3
2005-07-01,212.9
2005-08-01,217.1
2005-09-01,244.7
2005-10-01,278
2005-11-01,281.4
2005-12-01,267.5
2006-01-01,275.3
2006-02-01,254.1
2006-03-01,239.9
2006-04-01,231.7
2006-05-01,227
2006-06-01,215.3
2006-07-01,216.6
2006-08-01,222.2
2006-09-01,222.7
2006-10-01,201.9
2006-11-01,226.2
2006-12-01,232.7
2007-01-01,225.6
2007-02-01,226.4
2007-03-01,232.6
2007-04-01,230
2007-05-01,230.2
2007-06-01,235.8
2007-07-01,236
2007-08-01,220.6
2007-09-01,219.9
2007-10-01,218.8
2007-11-01,226.6
2007-12-01,228.3
2008-01-01,227.7
2008-02-01,234.1
2008-03-01,243.4
2008-04-01,252.7
2008-05-01,266.6
2008-06-01,277.7
2008-07-01,299.4
2008-08-01,276.4
2008-09-01,259.8
2008-10-01,241.5
2008-11-01,240
2008-12-01,239.7
2009-01-01,237.3
2009-02-01,225.2
2009-03-01,215.1
2009-04-01,204.8
2009-05-01,193.6
2009-06-01,190.8
2009-07-01,195
2009-08-01,195.5
2009-09-01,191.6
2009-10-01,195
2009-11-01,203.1
2009-12-01,202.2
2010-01-01,213.6
2010-02-01,213.6
2010-03-01,208.7
2010-04-01,201.8
2010-05-01,199.2
2010-06-01,201.3
2010-07-01,209.1
2010-08-01,210.4
2010-09-01,201.5
2010-10-01,198.6
2010-11-01,198.9
2010-12-01,202.6
2011-01-01,203.1
2011-02-01,204.3
2011-03-01,200.4
2011-04-01,200.6
2011-05-01,196
2011-06-01,200.1
2011-07-01,199.3
2011-08-01,197.5
2011-09-01,195.7
2011-10-01,192.4
2011-11-01,193.7
2011-12-01,192.2
2012-01-01,188.9
2012-02-01,184.1
2012-03-01,183
2012-04-01,174.9
2012-05-01,167.4
2012-06-01,172.1
2012-07-01,175.5
2012-08-01,177.5
2012-09-01,174.2
2012-10-01,177.6
2012-11-01,186.3
2012-12-01,189.3
2013-01-01,187.5
2013-02-01,188
2013-03-01,186.6
2013-04-01,194.5
2013-05-01,197.4
2013-06-01,195.9
2013-07-01,192.4
2013-08-01,188.1
2013-09-01,186.8
2013-10-01,189.2
2013-11-01,194
2013-12-01,195
2014-01-01,201.7
2014-02-01,213
2014-03-01,226.7
2014-04-01,220.8
2014-05-01,213.4
2014-06-01,209.9
2014-07-01,210
2014-08-01,201.5
2014-09-01,201
2014-10-01,200.2
2014-11-01,197.9
2014-12-01,205.6
2015-01-01,198.5
2015-02-01,192.6
2015-03-01,190.4
2015-04-01,182.3
2015-05-01,176.6
2015-06-01,181.2
2015-07-01,180.6
2015-08-01,181.6
2015-09-01,178.7
2015-10-01,179
2015-11-01,176.3
2015-12-01,177
2016-01-01,181.3
2016-02-01,176.6
2016-03-01,172
2016-04-01,171.7
2016-05-01,171.1
2016-06-01,171.9
2016-07-01,180.7
2016-08-01,183.6
2016-09-01,184.4
2016-10-01,186.7
2016-11-01,185.4
2016-12-01,189.4
2017-01-01,202.5
2017-02-01,197
2017-03-01,186.3
2017-04-01,193.7
2017-05-01,193.6
2017-06-01,197.9
2017-07-01,195.4
2017-08-01,192.5
2017-09-01,191.5
2017-10-01,191.2
2017-11-01,191.7
2017-12-01,196.1
2018-01-01,191.4
2018-02-01,207.9
2018-03-01,191.7
2018-04-01,189.9
2018-05-01,188.6
2018-06-01,189.5
2018-07-01,190.6
2018-08-01,190.7
2018-09-01,190.2
2018-10-01,191.3
2018-11-01,196.9
2018-12-01,219.1
2019-01-01,208.6
2019-02-01,198.4
2019-03-01,193.3
2019-04-01,191.2
2019-05-01,185.5
2019-06-01,185.4
2019-07-01,181.6
2019-08-01,180
2019-09-01,179.3
2019-10-01,182.1
2019-11-01,186.6
2019-12-01,186.5
2020-01-01,184.1
2020-02-01,178.9
2020-03-01,176.6
2020-04-01,171.9
2020-05-01,173.7
2020-06-01,173.6
2020-07-01,170.5
2020-08-01,175.9
2020-09-01,186.6
2020-10-01,208.8
2020-11-01,225.7
2020-12-01,213
2021-01-01,194.7
2021-02-01,198.9
2021-03-01,203.8
2021-04-01,203.1
2021-05-01,225.6
2021-06-01,215.4
2021-07-01,230.51
2021-08-01,235.365
2021-09-01,242.292
2021-10-01,269.933
2021-11-01,304.506
2021-12-01,298.995
2022-01-01,288.292
2022-02-01,281.106
2022-03-01,256.246
2022-04-01,268.513
2022-05-01,303.502
2022-06-01,339.005
2022-07-01,304.721
2022-08-01,317.703
2022-09-01,325.189
2022-10-01,309.89
2022-11-01,301.288
2022-12-01,313.136
2023-01-01,335.739
2023-02-01,309.93
2023-03-01,285.917
2023-04-01,268.252
2023-05-01,257.011
2023-06-01,255.347
2023-07-01,258.813
2023-08-01,262.79
2023-09-01,260.563
2023-10-01,261.079
2023-11-01,272.158
