"Date","PCU3115143115145"
1981-08-01,97.7
1981-09-01,97.7
1981-10-01,97.7
1981-11-01,98.7
1981-12-01,98.7
1982-01-01,98.7
1982-02-01,99.1
1982-03-01,99.1
1982-04-01,99.1
1982-05-01,99.1
1982-06-01,99.1
1982-07-01,99.1
1982-08-01,99.1
1982-09-01,99.1
1982-10-01,99.1
1982-11-01,99.1
1982-12-01,99.1
1983-01-01,99.1
1983-02-01,100
1983-03-01,100
1983-04-01,100
1983-05-01,100
1983-06-01,100
1983-07-01,100
1983-08-01,100
1983-09-01,100
1983-10-01,100
1983-11-01,100
1983-12-01,100
1984-01-01,NA
1984-02-01,NA
1984-03-01,NA
1984-04-01,NA
1984-05-01,100.1
1984-06-01,100.1
1984-07-01,100.1
1984-08-01,100.1
1984-09-01,100.1
1984-10-01,100.1
1984-11-01,100.1
1984-12-01,100.1
1985-01-01,101.2
1985-02-01,101.2
1985-03-01,101.6
1985-04-01,101.6
1985-05-01,101.5
1985-06-01,102.7
1985-07-01,102.7
1985-08-01,102.4
1985-09-01,102.4
1985-10-01,103.8
1985-11-01,103.8
1985-12-01,103.9
1986-01-01,104
1986-02-01,107
1986-03-01,107.4
1986-04-01,107.4
1986-05-01,107.4
1986-06-01,107.4
1986-07-01,107.4
1986-08-01,107.4
1986-09-01,108
1986-10-01,108
1986-11-01,110.9
1986-12-01,110.9
1987-01-01,110.9
1987-02-01,111.8
1987-03-01,111.9
1987-04-01,112
1987-05-01,112.6
1987-06-01,112.6
1987-07-01,110.3
1987-08-01,113.2
1987-09-01,113.2
1987-10-01,113.2
1987-11-01,113.2
1987-12-01,113.2
1988-01-01,113.2
1988-02-01,114.1
1988-03-01,114.1
1988-04-01,114.4
1988-05-01,118
1988-06-01,118
1988-07-01,118
1988-08-01,118.1
1988-09-01,118.4
1988-10-01,119.4
1988-11-01,119.4
1988-12-01,119.4
1989-01-01,121.9
1989-02-01,128
1989-03-01,127.9
1989-04-01,128
1989-05-01,128
1989-06-01,127.8
1989-07-01,128.2
1989-08-01,132.6
1989-09-01,132.9
1989-10-01,133.5
1989-11-01,134.3
1989-12-01,134.9
1990-01-01,135.1
1990-02-01,135.8
1990-03-01,133.9
1990-04-01,140.9
1990-05-01,140.9
1990-06-01,142.2
1990-07-01,142.3
1990-08-01,142.2
1990-09-01,142.5
1990-10-01,143.6
1990-11-01,143.4
1990-12-01,150.1
1991-01-01,150.2
1991-02-01,149.6
1991-03-01,149.6
1991-04-01,149.5
1991-05-01,149.1
1991-06-01,149.1
1991-07-01,149.1
1991-08-01,149.1
1991-09-01,149.7
1991-10-01,149.8
1991-11-01,149.8
1991-12-01,151.6
1992-01-01,152.6
1992-02-01,152.6
1992-03-01,152.4
1992-04-01,152.4
1992-05-01,152.4
1992-06-01,154.9
1992-07-01,156.1
1992-08-01,156.4
1992-09-01,156.6
1992-10-01,156.5
1992-11-01,156.9
1992-12-01,156.9
1993-01-01,156.9
1993-02-01,156.8
1993-03-01,156.8
1993-04-01,163.6
1993-05-01,163.8
1993-06-01,163.8
1993-07-01,164.1
1993-08-01,164.1
1993-09-01,164
1993-10-01,164
1993-11-01,163.4
1993-12-01,163.4
1994-01-01,163.5
1994-02-01,163.6
1994-03-01,168.8
1994-04-01,168.8
1994-05-01,168.7
1994-06-01,168.7
1994-07-01,168.6
1994-08-01,168.6
1994-09-01,168.7
1994-10-01,167.7
1994-11-01,167.6
1994-12-01,166
1995-01-01,166.2
1995-02-01,170.3
1995-03-01,170.1
1995-04-01,170.5
1995-05-01,170.5
1995-06-01,170.6
1995-07-01,170.6
1995-08-01,170.6
1995-09-01,170.5
1995-10-01,170.6
1995-11-01,170.6
1995-12-01,170.9
1996-01-01,171.4
1996-02-01,171.2
1996-03-01,170.8
1996-04-01,170.6
1996-05-01,173.8
1996-06-01,174.2
1996-07-01,175.7
1996-08-01,177.6
1996-09-01,179.7
1996-10-01,181.5
1996-11-01,182.5
1996-12-01,183
1997-01-01,181.9
1997-02-01,186.1
1997-03-01,185.9
1997-04-01,185.9
1997-05-01,185.9
1997-06-01,186
1997-07-01,185.7
1997-08-01,185.7
1997-09-01,185.7
1997-10-01,185.7
1997-11-01,185.7
1997-12-01,185.7
1998-01-01,185.7
1998-02-01,189.1
1998-03-01,189
1998-04-01,189
1998-05-01,189.1
1998-06-01,189.1
1998-07-01,189.1
1998-08-01,189.1
1998-09-01,189
1998-10-01,189
1998-11-01,189.2
1998-12-01,189.2
1999-01-01,189.3
1999-02-01,192.5
1999-03-01,192.5
1999-04-01,192.4
1999-05-01,192.4
1999-06-01,192.4
1999-07-01,192.4
1999-08-01,191.8
1999-09-01,191.8
1999-10-01,191.3
1999-11-01,191.1
1999-12-01,191.1
2000-01-01,191.1
2000-02-01,194
2000-03-01,194
2000-04-01,193.7
2000-05-01,193.7
2000-06-01,193.7
2000-07-01,193.7
2000-08-01,193.9
2000-09-01,193.9
2000-10-01,193.9
2000-11-01,193.9
2000-12-01,193.7
2001-01-01,193.5
2001-02-01,198.4
2001-03-01,198.4
2001-04-01,198.4
2001-05-01,198.4
2001-06-01,198.4
2001-07-01,198.4
2001-08-01,198.4
2001-09-01,198.4
2001-10-01,198.4
2001-11-01,198.4
2001-12-01,198.5
2002-01-01,200.2
2002-02-01,200.2
2002-03-01,200.3
2002-04-01,199.6
2002-05-01,200.5
2002-06-01,200.5
2002-07-01,202.3
2002-08-01,201.2
2002-09-01,201.4
2002-10-01,202.6
2002-11-01,201.7
2002-12-01,202.1
2003-01-01,202.5
2003-02-01,202.1
2003-03-01,202.1
2003-04-01,202.1
2003-05-01,203.9
2003-06-01,205
2003-07-01,205
2003-08-01,205
2003-09-01,205
2003-10-01,205.8
2003-11-01,205.8
2003-12-01,205.8
2004-01-01,206.2
2004-02-01,205.8
2004-03-01,207.4
2004-04-01,208.7
2004-05-01,208.7
2004-06-01,209.4
2004-07-01,209.4
2004-08-01,210.3
2004-09-01,210.3
2004-10-01,209.4
2004-11-01,209.4
2004-12-01,209.4
2005-01-01,209.4
2005-02-01,207
2005-03-01,207
2005-04-01,207
2005-05-01,206.7
2005-06-01,206.7
2005-07-01,206.7
2005-08-01,206.7
2005-09-01,207
2005-10-01,207.4
2005-11-01,207.5
2005-12-01,207.5
2006-01-01,204.8
2006-02-01,204.4
2006-03-01,204.7
2006-04-01,206.4
2006-05-01,205.2
2006-06-01,205.2
2006-07-01,205.2
2006-08-01,209.3
2006-09-01,209.6
2006-10-01,209.6
2006-11-01,209.1
2006-12-01,213.8
2007-01-01,215.1
2007-02-01,215.1
2007-03-01,214.9
2007-04-01,215.1
2007-05-01,216.9
2007-06-01,218
2007-07-01,220.7
2007-08-01,224
2007-09-01,224.3
2007-10-01,224.2
2007-11-01,224.1
2007-12-01,224.3
2008-01-01,228.3
2008-02-01,230.3
2008-03-01,230.5
2008-04-01,230.4
2008-05-01,231
2008-06-01,231
2008-07-01,249.9
2008-08-01,267.7
2008-09-01,274
2008-10-01,274.4
2008-11-01,274.5
2008-12-01,274.5
2009-01-01,273.8
2009-02-01,272.4
2009-03-01,271.7
2009-04-01,271.5
2009-05-01,263.9
2009-06-01,263.2
2009-07-01,263.5
2009-08-01,263.4
2009-09-01,264.4
2009-10-01,264.4
2009-11-01,263.4
2009-12-01,265.9
2010-01-01,271.8
2010-02-01,271.6
2010-03-01,271.5
2010-04-01,270
2010-05-01,270.2
2010-06-01,274.7
2010-07-01,274.6
2010-08-01,274.6
2010-09-01,274.5
2010-10-01,275.5
2010-11-01,275.5
2010-12-01,275.4
2011-01-01,274.3
2011-02-01,274.9
2011-03-01,277.4
2011-04-01,278.1
2011-05-01,278.4
2011-06-01,287.5
2011-07-01,287.9
2011-08-01,287.9
2011-09-01,288.4
2011-10-01,287.3
2011-11-01,286.4
2011-12-01,286.4
2012-01-01,286.2
2012-02-01,284.6
2012-03-01,285.3
2012-04-01,284.8
2012-05-01,285.8
2012-06-01,285.9
2012-07-01,286.3
2012-08-01,280.4
2012-09-01,275
2012-10-01,275.9
2012-11-01,276.8
2012-12-01,277
2013-01-01,276.2
2013-02-01,275.4
2013-03-01,275.2
2013-04-01,274.6
2013-05-01,274.7
2013-06-01,278.4
2013-07-01,278.3
2013-08-01,286
2013-09-01,286
2013-10-01,286.1
2013-11-01,286.7
2013-12-01,286.7
2014-01-01,287.4
2014-02-01,287.7
2014-03-01,288.3
2014-04-01,286.4
2014-05-01,286.7
2014-06-01,286.2
2014-07-01,286.2
2014-08-01,286.8
2014-09-01,294.8
2014-10-01,295.3
2014-11-01,295.4
2014-12-01,294.2
2015-01-01,293.2
2015-02-01,292.2
2015-03-01,292.2
2015-04-01,292.2
2015-05-01,285.1
2015-06-01,285.3
2015-07-01,284.4
2015-08-01,284.3
2015-09-01,284.2
2015-10-01,284.3
2015-11-01,285.2
2015-12-01,285.1
2016-01-01,285
2016-02-01,284.9
2016-03-01,284.9
2016-04-01,284.9
2016-05-01,284
2016-06-01,283.8
2016-07-01,284
2016-08-01,284.3
2016-09-01,284.8
2016-10-01,284.9
2016-11-01,284.4
2016-12-01,286.1
2017-01-01,284.9
2017-02-01,284.8
2017-03-01,284.8
2017-04-01,284.4
2017-05-01,284.5
2017-06-01,284.5
2017-07-01,284.4
2017-08-01,284.1
2017-09-01,284.1
2017-10-01,284
2017-11-01,283.9
2017-12-01,284.1
2018-01-01,283.9
2018-02-01,283.6
2018-03-01,283.9
2018-04-01,284.1
2018-05-01,284.2
2018-06-01,284.1
2018-07-01,284.1
2018-08-01,283.8
2018-09-01,283.9
2018-10-01,284.2
2018-11-01,284
2018-12-01,283.9
2019-01-01,283.9
2019-02-01,286.1
2019-03-01,286.2
2019-04-01,287.7
2019-05-01,288.1
2019-06-01,287.2
2019-07-01,287.5
2019-08-01,287.9
2019-09-01,288.8
2019-10-01,288.3
2019-11-01,289.1
2019-12-01,289.7
2020-01-01,289.3
2020-02-01,289.4
2020-03-01,288.5
2020-04-01,287.5
2020-05-01,286
2020-06-01,285.1
2020-07-01,288.7
2020-08-01,289.6
2020-09-01,288
2020-10-01,287.4
2020-11-01,287.9
2020-12-01,287.8
2021-01-01,286.4
2021-02-01,286.5
2021-03-01,286.5
2021-04-01,286.9
2021-05-01,288.3
2021-06-01,288.9
2021-07-01,289.141
2021-08-01,287.647
2021-09-01,288.178
2021-10-01,288.23
2021-11-01,288.083
2021-12-01,288.546
2022-01-01,303.382
2022-02-01,305.23
2022-03-01,307.672
2022-04-01,311.087
2022-05-01,308.544
2022-06-01,321.547
2022-07-01,325.668
2022-08-01,325.997
2022-09-01,324.761
2022-10-01,326.417
2022-11-01,326.587
2022-12-01,325.247
2023-01-01,328.346
2023-02-01,327.674
2023-03-01,326.987
2023-04-01,327.052
2023-05-01,326.851
2023-06-01,326.386
2023-07-01,326.568
2023-08-01,326.975
2023-09-01,327.96
2023-10-01,328.425
2023-11-01,330.681
